117,0.0,0.0
122,0.0,10.0
123,0.0,0.0
116,0.0,10.0
124,0.0,10.0
235,0.0,0.0
234,0.0,10.0
233,0.0,0.0
232,0.0,10.0
231,0.0,0.0
230,0.0,10.0
111,0.0,0.0
125,0.0,0.0
121,0.0,0.0
120,0.0,10.0
119,0.0,0.0
118,0.0,10.0
115,0.0,0.0
114,0.0,10.0
110,0.0,10.0
227,0.0,0.0
224,0.0,10.0
225,0.0,0.0
226,0.0,10.0
45,0.0,0.0
10,0.0,0.0
9,0.0,10.0
8,0.0,0.0
7,0.0,10.0
6,0.0,0.0
5,0.0,10.0
49,0.0,0.0
48,0.0,10.0
46,0.0,10.0
44,0.0,10.0
43,0.0,0.0
42,0.0,10.0
41,0.0,0.0
40,0.0,10.0
39,0.0,0.0
38,0.0,10.0
47,0.0,0.0
229,0.0,0.0
228,0.0,10.0
77,0.0,10.0
78,0.0,0.0
128,10.0,10.0
129,10.0,0.0
130,10.0,10.0
131,10.0,0.0
132,10.0,10.0
133,10.0,0.0
81,10.0,10.0
84,10.0,0.0
82,10.0,0.0
83,10.0,10.0
71,10.0,10.0
72,10.0,0.0
73,10.0,10.0
74,10.0,0.0
75,10.0,10.0
76,10.0,0.0
4,130.0,0.0
3,130.0,10.0
26,140.0,0.0
70,190.0,5.0
22,250.0,10.0
23,250.0,0.0
153,470.0,5.0
136,680.0,10.0
137,680.0,0.0
144,710.0,10.0
145,710.0,0.0
139,950.0,0.0
140,950.0,10.0
138,950.0,10.0
141,950.0,0.0
148,950.0,0.0
25,1000.0,0.0
146,1000.0,10.0
147,1000.0,0.0
142,1000.0,10.0
143,1000.0,0.0
160,1000.0,0.0
62,1000.0,5.0
24,1000.0,10.0
3,150.0,10.0
27,150.0,5.0
27,150.0,5.0
27,160.0,5.0
27,180.0,5.0
30,160.0,5.0
30,180.0,5.0
30,210.0,5.0
30,210.0,5.0
31,250.0,5.0
31,250.0,5.0
31,290.0,5.0
31,290.0,5.0
32,330.0,5.0
32,330.0,5.0
32,380.0,5.0
32,380.0,5.0
33,380.0,5.0
33,380.0,5.0
33,420.0,5.0
33,420.0,5.0
34,420.0,5.0
34,420.0,5.0
34,470.0,5.0
34,470.0,5.0
35,470.0,5.0
35,470.0,5.0
35,510.0,5.0
35,510.0,5.0
36,550.0,5.0
36,550.0,5.0
36,600.0,5.0
36,600.0,5.0
37,680.0,5.0
37,680.0,5.0
37,640.0,5.0
37,640.0,5.0
28,680.0,5.0
28,680.0,5.0
28,720.0,5.0
28,720.0,5.0
29,790.0,5.0
29,790.0,5.0
29,800.0,5.0
29,800.0,5.0
60,290.0,10.0
60,350.0,10.0
61,390.0,0.0
61,390.0,0.0
68,220.0,0.0
69,220.0,10.0
69,220.0,10.0
83,100.0,10.0
84,80.0,0.0
85,160.0,5.0
85,180.0,5.0
86,160.0,5.0
86,180.0,5.0
86,210.0,5.0
86,210.0,5.0
86,250.0,5.0
86,250.0,5.0
86,290.0,5.0
86,290.0,5.0
87,250.0,5.0
87,250.0,5.0
87,290.0,5.0
87,290.0,5.0
87,330.0,5.0
87,330.0,5.0
88,330.0,5.0
88,330.0,5.0
88,380.0,5.0
88,380.0,5.0
88,420.0,5.0
88,420.0,5.0
89,420.0,5.0
89,420.0,5.0
89,470.0,5.0
89,470.0,5.0
90,330.0,5.0
90,330.0,5.0
90,380.0,5.0
90,380.0,5.0
90,420.0,5.0
90,420.0,5.0
90,470.0,5.0
90,470.0,5.0
90,510.0,5.0
90,510.0,5.0
91,550.0,5.0
91,550.0,5.0
91,600.0,5.0
91,600.0,5.0
91,640.0,5.0
91,640.0,5.0
92,680.0,5.0
92,680.0,5.0
92,720.0,5.0
92,720.0,5.0
92,640.0,5.0
92,640.0,5.0
93,800.0,5.0
93,800.0,5.0
93,720.0,5.0
93,720.0,5.0
93,790.0,5.0
93,790.0,5.0
94,160.0,5.0
94,180.0,5.0
94,210.0,5.0
94,210.0,5.0
95,250.0,5.0
95,250.0,5.0
95,290.0,5.0
95,290.0,5.0
95,330.0,5.0
95,330.0,5.0
95,380.0,5.0
95,380.0,5.0
96,330.0,5.0
96,330.0,5.0
96,380.0,5.0
96,380.0,5.0
96,420.0,5.0
96,420.0,5.0
96,470.0,5.0
96,470.0,5.0
