97,420.0,5.0
97,420.0,5.0
97,470.0,5.0
97,470.0,5.0
97,510.0,5.0
97,510.0,5.0
98,550.0,5.0
98,550.0,5.0
98,600.0,5.0
98,600.0,5.0
98,640.0,5.0
98,640.0,5.0
99,640.0,5.0
99,640.0,5.0
99,680.0,5.0
99,680.0,5.0
99,720.0,5.0
99,720.0,5.0
100,790.0,5.0
100,790.0,5.0
100,800.0,5.0
100,800.0,5.0
100,720.0,5.0
100,720.0,5.0
101,160.0,5.0
101,180.0,5.0
101,210.0,5.0
101,210.0,5.0
101,250.0,5.0
101,250.0,5.0
101,290.0,5.0
101,290.0,5.0
102,290.0,5.0
102,290.0,5.0
102,330.0,5.0
102,330.0,5.0
102,380.0,5.0
102,380.0,5.0
103,380.0,5.0
103,380.0,5.0
103,420.0,5.0
103,420.0,5.0
103,470.0,5.0
103,470.0,5.0
104,470.0,5.0
104,470.0,5.0
104,510.0,5.0
104,510.0,5.0
104,550.0,5.0
104,550.0,5.0
105,600.0,5.0
105,600.0,5.0
105,640.0,5.0
105,640.0,5.0
105,680.0,5.0
105,680.0,5.0
106,790.0,5.0
106,790.0,5.0
106,800.0,5.0
106,800.0,5.0
106,720.0,5.0
106,720.0,5.0
108,810.0,5.0
112,540.0,10.0
113,540.0,0.0
114,50.0,10.0
114,60.0,10.0
114,70.0,10.0
115,50.0,0.0
115,60.0,0.0
116,60.0,10.0
116,100.0,10.0
116,150.0,10.0
116,60.0,10.0
116,100.0,10.0
117,60.0,0.0
117,100.0,0.0
117,60.0,0.0
117,100.0,0.0
118,50.0,10.0
118,60.0,10.0
119,50.0,0.0
119,60.0,0.0
134,800.0,5.0
135,810.0,5.0
135,810.0,5.0
154,270.0,10.0
155,290.0,0.0
155,440.0,0.0
170,420.0,5.0
170,800.0,5.0
176,150.0,10.0
176,140.0,10.0
177,150.0,0.0
177,210.0,0.0
177,150.0,0.0
177,200.0,0.0
182,120.0,10.0
182,140.0,10.0
182,170.0,10.0
183,80.0,0.0
183,120.0,0.0
183,120.0,0.0
183,150.0,0.0
183,180.0,0.0
184,50.0,10.0
184,60.0,10.0
184,70.0,10.0
184,100.0,10.0
184,180.0,10.0
184,60.0,10.0
185,50.0,0.0
185,60.0,0.0
185,70.0,0.0
185,70.0,0.0
185,100.0,0.0
185,50.0,0.0
185,60.0,0.0
186,60.0,10.0
186,100.0,10.0
186,100.0,10.0
186,150.0,10.0
186,60.0,10.0
186,60.0,10.0
186,100.0,10.0
186,140.0,10.0
186,200.0,10.0
187,100.0,0.0
187,150.0,0.0
187,150.0,0.0
187,100.0,0.0
187,150.0,0.0
188,60.0,10.0
188,50.0,10.0
188,60.0,10.0
188,80.0,10.0
188,80.0,10.0
188,100.0,10.0
188,120.0,10.0
188,140.0,10.0
188,170.0,10.0
189,60.0,0.0
189,50.0,0.0
189,60.0,0.0
189,80.0,0.0
189,80.0,0.0
189,100.0,0.0
189,120.0,0.0
189,120.0,0.0
189,150.0,0.0
189,170.0,0.0
189,180.0,0.0
190,50.0,5.0
190,50.0,5.0
190,80.0,5.0
190,80.0,5.0
190,120.0,5.0
191,60.0,10.0
191,100.0,10.0
191,60.0,10.0
191,100.0,10.0
192,60.0,0.0
192,100.0,0.0
192,60.0,0.0
193,50.0,5.0
193,50.0,5.0
193,70.0,5.0
193,70.0,5.0
193,120.0,5.0
194,100.0,10.0
194,60.0,10.0
194,100.0,10.0
196,150.0,10.0
196,150.0,10.0
197,150.0,0.0
197,140.0,0.0
197,200.0,0.0
198,60.0,10.0
198,100.0,10.0
198,60.0,10.0
199,60.0,0.0
199,100.0,0.0
199,150.0,0.0
199,60.0,0.0
217,50.0,10.0
217,60.0,10.0
217,70.0,10.0
217,100.0,10.0
217,120.0,10.0
218,50.0,0.0
218,70.0,0.0
218,70.0,0.0
218,100.0,0.0
218,120.0,0.0
218,180.0,0.0
219,50.0,10.0
219,60.0,10.0
219,80.0,10.0
219,100.0,10.0
219,120.0,10.0
219,150.0,10.0
219,180.0,10.0
220,50.0,0.0
220,60.0,0.0
220,80.0,0.0
220,100.0,0.0
220,120.0,0.0
220,200.0,0.0
221,50.0,10.0
221,70.0,10.0
221,70.0,10.0
221,100.0,10.0
221,120.0,10.0
221,120.0,10.0
221,150.0,10.0
221,160.0,10.0
221,210.0,10.0
221,50.0,10.0
221,80.0,10.0
222,70.0,0.0
222,70.0,0.0
222,120.0,0.0
222,120.0,0.0
222,150.0,0.0
222,160.0,0.0
222,50.0,0.0
223,50.0,0.0
223,80.0,0.0
223,100.0,0.0
223,200.0,0.0
224,50.0,10.0
224,70.0,10.0
224,100.0,10.0
225,50.0,0.0
225,60.0,0.0
225,100.0,0.0
226,50.0,10.0
226,60.0,10.0
226,80.0,10.0
226,100.0,10.0
227,50.0,0.0
227,60.0,0.0
227,80.0,0.0
227,100.0,0.0
236,170.0,5.0
236,180.0,5.0
236,200.0,5.0
236,200.0,5.0
240,200.0,5.0
240,200.0,5.0
240,220.0,5.0
240,220.0,5.0
241,220.0,5.0
241,220.0,5.0
241,270.0,5.0
241,270.0,5.0
241,290.0,5.0
241,290.0,5.0
242,290.0,5.0
242,290.0,5.0
242,350.0,5.0
242,350.0,5.0
243,350.0,5.0
243,350.0,5.0
243,390.0,5.0
243,390.0,5.0
244,390.0,5.0
244,390.0,5.0
244,440.0,5.0
244,440.0,5.0
245,440.0,5.0
245,440.0,5.0
245,480.0,5.0
245,480.0,5.0
245,540.0,5.0
245,540.0,5.0
245,540.0,5.0
246,480.0,5.0
246,480.0,5.0
246,540.0,5.0
246,540.0,5.0
247,540.0,5.0
247,540.0,5.0
247,600.0,5.0
247,600.0,5.0
237,640.0,5.0
237,640.0,5.0
237,600.0,5.0
237,600.0,5.0
238,730.0,5.0
238,730.0,5.0
238,670.0,5.0
238,670.0,5.0
239,770.0,5.0
239,770.0,5.0
239,810.0,5.0
239,810.0,5.0
248,170.0,5.0
248,180.0,5.0
248,200.0,5.0
248,200.0,5.0
251,200.0,5.0
251,200.0,5.0
251,220.0,5.0
251,220.0,5.0
251,270.0,5.0
251,270.0,5.0
251,290.0,5.0
251,290.0,5.0
252,290.0,5.0
252,290.0,5.0
252,350.0,5.0
252,350.0,5.0
252,390.0,5.0
252,390.0,5.0
253,350.0,5.0
253,350.0,5.0
253,390.0,5.0
253,390.0,5.0
254,390.0,5.0
254,390.0,5.0
254,440.0,5.0
254,440.0,5.0
255,480.0,5.0
255,480.0,5.0
255,540.0,5.0
255,540.0,5.0
255,540.0,5.0
256,540.0,5.0
256,540.0,5.0
257,600.0,5.0
257,600.0,5.0
257,640.0,5.0
257,640.0,5.0
257,670.0,5.0
257,670.0,5.0
258,640.0,5.0
258,640.0,5.0
258,670.0,5.0
258,670.0,5.0
249,670.0,5.0
249,670.0,5.0
249,730.0,5.0
249,730.0,5.0
250,770.0,5.0
250,770.0,5.0
250,810.0,5.0
250,810.0,5.0
259,540.0,5.0
260,540.0,5.0
261,540.0,5.0
262,540.0,5.0
263,540.0,5.0
264,540.0,5.0
265,140.0,5.0
265,150.0,5.0
265,170.0,5.0
265,180.0,5.0
270,200.0,5.0
270,200.0,5.0
270,220.0,5.0
270,220.0,5.0
271,270.0,5.0
271,270.0,5.0
271,290.0,5.0
271,290.0,5.0
272,290.0,5.0
272,290.0,5.0
272,350.0,5.0
272,350.0,5.0
273,390.0,5.0
273,390.0,5.0
274,390.0,5.0
274,390.0,5.0
274,440.0,5.0
274,440.0,5.0
274,480.0,5.0
274,480.0,5.0
275,480.0,5.0
275,480.0,5.0
275,540.0,5.0
275,540.0,5.0
275,540.0,5.0
276,540.0,5.0
276,540.0,5.0
277,600.0,5.0
277,600.0,5.0
277,640.0,5.0
277,640.0,5.0
266,640.0,5.0
266,640.0,5.0
266,670.0,5.0
266,670.0,5.0
267,670.0,5.0
267,670.0,5.0
267,730.0,5.0
267,730.0,5.0
268,730.0,5.0
268,730.0,5.0
268,770.0,5.0
268,770.0,5.0
269,770.0,5.0
269,770.0,5.0
269,810.0,5.0
269,810.0,5.0
269,840.0,5.0
269,840.0,5.0
269,890.0,5.0
250,840.0,5.0
250,840.0,5.0
250,890.0,5.0
239,840.0,5.0
239,840.0,5.0
239,890.0,5.0
106,850.0,5.0
106,890.0,5.0
106,850.0,5.0
106,890.0,5.0
100,850.0,5.0
100,890.0,5.0
100,850.0,5.0
100,890.0,5.0
93,850.0,5.0
93,890.0,5.0
93,850.0,5.0
93,890.0,5.0
29,850.0,5.0
29,890.0,5.0
29,850.0,5.0
29,890.0,5.0
